MacroPlot Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
PIPO 07,5/21/2001 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOFO,,
PIPO 07,5/21/2001 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPO 07,5/21/2001 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TRXX,,
PIPO 07,5/21/2001 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LITE,,
PIPO 07,5/21/2001 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOXX,,
PIPO 07,5/21/2001 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPO 07,5/21/2001 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MIGR,,
PIPO 07,5/21/2001 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIPO 07,5/21/2001 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CETE,,
PIPO 07,5/21/2001 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIPO 07,5/21/2001 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIPO 07,5/21/2001 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THMO,,
PIPO 07,5/21/2001 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ESVI,,
PIPO 07,5/21/2001 12:00:00 AM,21,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPO 07,5/21/2001 12:00:00 AM,22,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,EUXX,,
PIPO 07,5/21/2001 12:00:00 AM,23,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGXX,,
PIPO 07,5/21/2001 12:00:00 AM,24,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 07,5/21/2001 12:00:00 AM,25,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHLO,,
PIPO 07,5/21/2001 12:00:00 AM,26,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DENU,,
PIPO 07,4/22/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 07,4/22/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POXX,,
PIPO 07,4/22/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPO 07,4/22/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SPPA,,
PIPO 07,4/22/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIPO 07,4/22/2002 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOFO,,
PIPO 07,4/22/2002 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HYFI,,
PIPO 07,4/22/2002 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPO 07,4/22/2002 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TRXX,,
PIPO 07,4/22/2002 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,EUBR,,
PIPO 07,4/22/2002 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPO 07,4/22/2002 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIPO 07,4/22/2002 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGXX2,,
PIPO 07,4/22/2002 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TOEX,,
PIPO 07,4/22/2002 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,IPAG,,
PIPO 07,4/22/2002 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIPO 07,4/22/2002 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHAU,,
PIPO 07,4/22/2002 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSMO,,
PIPO 07,4/22/2002 12:00:00 AM,18,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX,,
PIPO 07,4/22/2002 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THMO,,
PIPO 07,4/22/2002 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GEXX,,
PIPO 07,4/22/2002 12:00:00 AM,21,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 07,4/22/2002 12:00:00 AM,22,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HIFE,,
PIPO 07,4/22/2002 12:00:00 AM,23,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DENU,,
PIPO 07,5/19/2005 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 07,5/19/2005 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPO 07,5/19/2005 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CAXX2,,
PIPO 07,5/19/2005 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGGL,,
PIPO 07,5/19/2005 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIPO 07,5/19/2005 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HYFI,,
PIPO 07,5/19/2005 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BOGR,,
PIPO 07,5/19/2005 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,EUBR,,
PIPO 07,5/19/2005 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MEOF,,
PIPO 07,5/19/2005 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPO 07,5/19/2005 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOWR,,
PIPO 07,5/19/2005 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIPO 07,5/19/2005 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEPA,,
PIPO 07,5/19/2005 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEXX2,,
PIPO 07,5/19/2005 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,IPAG,,
PIPO 07,5/19/2005 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TEAC,,
PIPO 07,5/19/2005 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PELI,,
PIPO 07,5/19/2005 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CAXX,,
PIPO 07,5/19/2005 12:00:00 AM,18,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX,,
PIPO 07,5/19/2005 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEXX,,
PIPO 07,5/19/2005 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THMO,,
PIPO 07,5/19/2005 12:00:00 AM,21,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SPXX,,
PIPO 07,5/19/2005 12:00:00 AM,22,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX,,
PIPO 07,5/19/2005 12:00:00 AM,23,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ESVI,,
PIPO 07,5/19/2005 12:00:00 AM,24,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPO 07,5/19/2005 12:00:00 AM,25,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GEXX,,
PIPO 07,5/19/2005 12:00:00 AM,26,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,YUXX,,
PIPO 07,5/19/2005 12:00:00 AM,27,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DRXX,,
PIPO 07,5/19/2005 12:00:00 AM,28,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHLO,,
PIPO 07,5/19/2005 12:00:00 AM,29,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DENU,,
PIPO 07,5/27/2008 9:34:03 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 07,5/27/2008 9:34:03 AM,-2147483648,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483647,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483646,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483645,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483644,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483643,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483642,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483641,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483640,L,,,,,,,,,,,,,,,,,HYFI,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483639,L,,,,,,,,,,,,,,,,,LUXX,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483637,L,,,,,,,,,,,,,,,,,ELEL,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483636,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483635,L,,,,,,,,,,,,,,,,,EUBR,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483634,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483633,L,,,,,,,,,,,,,,,,,ARFE,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483632,L,,,,,,,,,,,,,,,,,PEPA,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483631,L,,,,,,,,,,,,,,,,,LEIN,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483630,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483629,L,,,,,,,,,,,,,,,,,PSMO,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483628,L,,,,,,,,,,,,,,,,,MIGR,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483627,L,,,,,,,,,,,,,,,,,LITE,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483626,L,,,,,,,,,,,,,,,,,HEDR,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483625,L,,,,,,,,,,,,,,,,,PODO,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483624,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483623,L,,,,,,,,,,,,,,,,,GUSA,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483622,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483621,L,,,,,,,,,,,,,,,,,ERXX2,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483620,L,,,,,,,,,,,,,,,,,ASAS,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483619,L,,,,,,,,,,,,,,,,,GEXX,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483618,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483617,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483616,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483615,L,,,,,,,,,,,,,,,,,IPAG,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483614,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483613,L,,,,,,,,,,,,,,,,,HEVI,,
PIPO 07,5/27/2008 9:34:03 AM,-2147483612,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 07,6/1/2009 1:25:46 PM,,,,,,,,,,,,,,,,,,,,True,
PIPO 07,6/1/2009 1:25:46 PM,-2147483648,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483647,L,,,,,,,,,,,,,,,,,EUBR,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483646,L,,,,,,,,,,,,,,,,,LINE,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483645,L,,,,,,,,,,,,,,,,,ASAS,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483644,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483643,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483642,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483641,L,,,,,,,,,,,,,,,,,CHFE,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483640,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483639,L,,,,,,,,,,,,,,,,,PEPA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483638,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483637,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483636,L,,,,,,,,,,,,,,,,,ERNA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483635,L,,,,,,,,,,,,,,,,,LUXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483634,L,,,,,,,,,,,,,,,,,HYFI,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483632,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483631,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483630,L,,,,,,,,,,,,,,,,,MIGR,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483629,L,,,,,,,,,,,,,,,,,LITE,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483628,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483627,L,,,,,,,,,,,,,,,,,CANU,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483626,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483625,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483624,L,,,,,,,,,,,,,,,,,GUSA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483623,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483622,L,,,,,,,,,,,,,,,,,TEAC,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483620,L,,,,,,,,,,,,,,,,,HEDR,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483619,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483618,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483617,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483616,L,,,,,,,,,,,,,,,,,ERXX2,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483615,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483614,L,,,,,,,,,,,,,,,,,MUMO,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483613,L,,,,,,,,,,,,,,,,,GECA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483612,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483611,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483610,L,,,,,,,,,,,,,,,,,IPAG,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483609,L,,,,,,,,,,,,,,,,,CAXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483608,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483607,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483606,L,,,,,,,,,,,,,,,,,AXXX,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483605,L,,,,,,,,,,,,,,,,,HIFE,,
PIPO 07,6/1/2009 1:25:46 PM,-2147483604,L,,,,,,,,,,,,,,,,,YUAN,,
PIPO 07,5/17/2012 3:07:17 PM,,,,,,,,,,,,,,,,,,,,True,
PIPO 07,5/17/2012 3:07:17 PM,-2147483648,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483647,L,,,,,,,,,,,,,,,,,LOAR,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483646,L,,,,,,,,,,,,,,,,,AXXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483645,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483643,L,,,,,,,,,,,,,,,,,ERNA,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483642,L,,,,,,,,,,,,,,,,,LITE,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483641,L,,,,,,,,,,,,,,,,,TECA,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483640,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483639,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483638,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483637,L,,,,,,,,,,,,,,,,,CAXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483636,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483635,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483634,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483633,L,,,,,,,,,,,,,,,,,LEIN,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483632,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483631,L,,,,,,,,,,,,,,,,,HYFI,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483630,L,,,,,,,,,,,,,,,,,GUSA,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483629,L,,,,,,,,,,,,,,,,,GEXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483628,L,,,,,,,,,,,,,,,,,OECA,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483627,L,,,,,,,,,,,,,,,,,EUBR,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483626,L,,,,,,,,,,,,,,,,,PSMO,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483625,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483624,L,,,,,,,,,,,,,,,,,LUXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483623,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483622,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483621,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483620,L,,,,,,,,,,,,,,,,,PEPA,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483619,L,,,,,,,,,,,,,,,,,ESVI,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483618,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 07,5/17/2012 3:07:17 PM,-2147483617,L,,,,,,,,,,,,,,,,,ASXX-B,,
PIPO 07,5/11/2017 8:51:22 AM,,,,,,,,,,,,,BRANNFORS;  MURDOCH,MURDOCH,,,,,,True,
PIPO 07,5/11/2017 8:51:22 AM,-2147483647,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483646,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483645,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483644,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483641,L,,,,,,,,,,,,,,,,,CRXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483640,L,,,,,,,,,,,,,,,,,HYFI,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483639,L,,,,,,,,,,,,,,,,,LITE,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483637,L,,,,,,,,,,,,,,,,,MIGR,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483636,L,,,,,,,,,,,,,,,,,ARTR,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483635,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483634,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483633,L,,,,,hairy spatulate,,,,,,,,,,,,FXXX2,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483632,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483631,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483630,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483629,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483628,L,,,,,,,,,,,,,,,,,CAXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483627,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483626,L,,,,,,,,,,,,,,,,,TEAC,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483625,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483624,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483623,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483622,L,,,,,,,,,,,,,,,,,ESVI,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483621,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483620,L,,,,,,,,,,,,,,,,,ERNA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483619,L,,,,,,,,,,,,,,,,,PEPA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483618,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483617,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483616,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483615,L,,,,,,,,,,,,,,,,,GECA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483614,L,,,,,,,,,,,,,,,,,OECA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483613,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483612,L,,,,,,,,,,,,,,,,,TECA,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483611,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483610,L,,,,,,,,,,,,,,,,,SXXX,,
PIPO 07,5/11/2017 8:51:22 AM,-2147483609,L,,,,,,,,,,,,,,,,,PSMO,,
PIPO 30,6/12/2001 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 30,6/12/2001 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX,,
PIPO 30,6/12/2001 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ELEL,,
PIPO 30,6/12/2001 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOFO,,
PIPO 30,6/12/2001 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPO 30,6/12/2001 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BOGR,,
PIPO 30,6/12/2001 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LITE,,
PIPO 30,6/12/2001 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIPO 30,6/12/2001 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GIXX,,
PIPO 30,6/12/2001 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BXXX,,
