MacroPlot.Name,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 22,8/15/2024 3:16:02 PM,18,2,2,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,19,2,6,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,20,2,6,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,21,2,7,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,22,2,8,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,23,2,8,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 22,8/15/2024 3:16:02 PM,24,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,25,2,10,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,26,2,10,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 15,8/13/2024 3:09:06 PM,,,,,,,,,,,,,,2,,50,2,100,Westfahl,Gilmore,,,,,,True,
PIPN 15,8/13/2024 3:09:06 PM,1,1,5,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 15,8/13/2024 3:09:06 PM,2,1,6,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 15,8/13/2024 3:09:06 PM,3,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 19,8/14/2024 3:13:57 PM,,,,,,,,,,,,,,2,,50,2,100,Lalor,Gilmore,,,,,,True,
PIPN 19,8/14/2024 3:13:57 PM,1,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 19,8/14/2024 3:13:57 PM,2,1,5,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 19,8/14/2024 3:13:57 PM,3,2,10,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 19,8/14/2024 3:13:57 PM,4,2,10,L,,I,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 19,8/14/2024 3:13:57 PM,5,2,9,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 19,8/14/2024 3:13:57 PM,6,2,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 19,8/14/2024 3:13:57 PM,7,2,2,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 19,8/14/2024 3:13:57 PM,8,2,1,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 17,8/14/2024 3:11:36 PM,,,,,,,,,,,,,,2,,50,2,100,Tumicki,Gilmore,,,,,,True,
PIPN 17,8/14/2024 3:11:36 PM,1,1,3,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,2,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,3,1,5,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,4,1,6,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,5,2,10,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,6,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,7,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 17,8/14/2024 3:11:36 PM,8,2,8,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,9,2,8,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,10,2,7,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,11,2,7,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 17,8/14/2024 3:11:36 PM,12,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,13,2,6,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 17,8/14/2024 3:11:36 PM,14,2,5,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 17,8/14/2024 3:11:36 PM,15,2,4,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,16,2,3,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,17,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 17,8/14/2024 3:11:36 PM,18,2,1,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,,,,,,,,,,,,,,2,,50,2,100,Tumicki; Brannfors,Gilmore,,,,,,True,
PIPN 21,8/13/2024 3:15:01 PM,1,1,1,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,2,1,1,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,3,1,2,L,,M,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,4,1,2,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,5,1,2,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,6,1,3,L,,M,14,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,7,1,3,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,8,1,3,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,9,1,3,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,10,1,4,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,11,1,6,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,12,1,7,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,13,1,8,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,14,1,9,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,15,1,10,L,,M,12,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,16,2,10,L,,M,15,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,17,2,9,L,,M,18,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,18,2,8,L,,M,22,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,19,2,7,L,,M,14,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,20,2,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,21,2,5,L,,M,19,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,22,2,4,L,,M,24,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,23,2,3,L,,M,16,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,24,2,3,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,25,2,3,L,,M,46,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,26,2,2,L,,M,11,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 21,8/13/2024 3:15:01 PM,27,2,2,L,,M,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 21,8/13/2024 3:15:01 PM,28,2,1,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,,,,,,,,,,,,,,2,,50,2,100,Gilmore,Brannfors,,,,,,True,
PIPN 06,8/13/2024 3:05:45 PM,1,1,1,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,2,1,1,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,3,1,1,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,4,1,2,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,5,1,2,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,6,1,3,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,7,1,3,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,8,1,4,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,9,1,4,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,10,1,4,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,11,1,4,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,12,1,5,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,13,1,5,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,14,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,15,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,16,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,17,1,9,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,18,2,1,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,19,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,20,2,3,L,,M,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,21,2,3,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,22,2,4,L,,M,9,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,23,2,4,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,24,2,5,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,25,2,5,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,26,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,27,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,28,2,6,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,29,2,7,L,,M,17,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,30,2,7,L,,I,7,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,31,2,8,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,32,2,8,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,33,2,8,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,34,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,35,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,36,2,9,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 06,8/13/2024 3:05:45 PM,37,2,9,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,38,2,9,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 06,8/13/2024 3:05:45 PM,39,2,10,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
