MacroPlot.Name,Date,Index,Transect,Point,Tape,Order,Height,CanopyLayer,Status,Comment,UV1,UV2,UV3,NumTran,TranLen,NumPtsTran,Offset,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 02,6/5/2024 1:14:48 PM,283,2,115,34.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,284,2,116,34.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,285,2,117,35.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,286,2,118,35.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,287,2,119,35.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,288,2,120,36,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,289,2,121,36.3,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,290,2,122,36.6,1,0.15,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,291,2,123,36.9,1,0.15,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,292,2,124,37.2,1,0.2,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,293,2,125,37.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,294,2,126,37.8,1,0.15,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,295,2,127,38.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,296,2,128,38.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,297,2,129,38.7,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,298,2,130,39,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,299,2,131,39.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,300,2,132,39.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,301,2,133,39.9,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,302,2,134,40.2,1,0.15,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,303,2,135,40.5,1,0.05,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,304,2,136,40.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,305,2,137,41.1,1,0.15,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,306,2,138,41.4,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,307,2,139,41.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,308,2,140,42,1,0.1,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 02,6/5/2024 1:14:48 PM,309,2,141,42.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,310,2,142,42.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,311,2,143,42.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,312,2,144,43.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,313,2,145,43.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,314,2,146,43.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,315,2,147,44.1,1,,,D,,,,,,,,,,,,,,,WOOD,,
PIPN 02,6/5/2024 1:14:48 PM,316,2,148,44.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,317,2,149,44.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,318,2,150,45,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,319,2,151,45.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,320,2,152,45.6,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,321,2,153,45.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,322,2,154,46.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,323,2,155,46.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,324,2,156,46.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,325,2,157,47.1,1,0.05,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,326,2,158,47.4,1,0.05,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,327,2,159,47.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,328,2,160,48,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,329,2,161,48.3,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,330,2,162,48.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 02,6/5/2024 1:14:48 PM,331,2,163,48.9,1,0.05,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,332,2,164,49.2,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,333,2,165,49.5,1,0.1,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 02,6/5/2024 1:14:48 PM,334,2,166,49.8,1,0.15,,L,,,,,,,,,,,,,,,CAXX,,
PIPN 20,9/10/2024 3:04:26 PM,,,,,,,,,,,,,2,49.8,166,0,Gilmore; Tumicki,Gilmore,,,,,,True,
PIPN 20,9/10/2024 3:04:26 PM,1,1,1,0.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,2,1,2,0.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,3,1,3,0.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,4,1,4,1.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,5,1,5,1.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,6,1,6,1.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,7,1,7,2.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,8,1,8,2.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,9,1,9,2.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,10,1,10,3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,11,1,11,3.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,12,1,12,3.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,13,1,13,3.9,1,,,D,,,,,,,,,,,,,,,ROCK,,
PIPN 20,9/10/2024 3:04:26 PM,14,1,14,4.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,15,1,15,4.5,1,,,D,,,,,,,,,,,,,,,ROCK,,
PIPN 20,9/10/2024 3:04:26 PM,16,1,16,4.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,17,1,17,5.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,18,1,18,5.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,19,1,19,5.7,1,,,D,,,,,,,,,,,,,,,BARE,,
PIPN 20,9/10/2024 3:04:26 PM,20,1,20,6,1,,,D,,,,,,,,,,,,,,,BARE,,
PIPN 20,9/10/2024 3:04:26 PM,21,1,21,6.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,22,1,22,6.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,23,1,23,6.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,24,1,24,7.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,25,1,25,7.5,1,0.05,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,26,1,26,7.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,27,1,27,8.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,28,1,28,8.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,29,1,29,8.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,30,1,30,9,1,0.1,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,31,1,31,9.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,32,1,32,9.6,1,1.45,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,33,1,32,9.6,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,34,1,33,9.9,1,1.7,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,35,1,34,10.2,1,1.85,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,36,1,35,10.5,1,1.2,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,37,1,36,10.8,1,0.75,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,38,1,36,10.8,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,39,1,37,11.1,1,1.95,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,40,1,38,11.4,1,1.7,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,41,1,38,11.4,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,42,1,39,11.7,1,1.55,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,43,1,40,12,1,1.2,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,44,1,40,12,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,45,1,41,12.3,1,1.7,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,46,1,41,12.3,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,47,1,42,12.6,1,1.6,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,48,1,43,12.9,1,1.55,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,49,1,44,13.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,50,1,45,13.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,51,1,46,13.8,1,0.05,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,52,1,47,14.1,1,1.6,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,53,1,47,14.1,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,54,1,48,14.4,1,1.2,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,55,1,48,14.4,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,56,1,49,14.7,1,1.55,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,57,1,50,15,1,1.6,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,58,1,50,15,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,59,1,51,15.3,1,0.75,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,60,1,51,15.3,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,61,1,52,15.6,1,1.6,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,62,1,52,15.6,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,63,1,53,15.9,1,1.15,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,64,1,54,16.2,1,1.4,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,65,1,55,16.5,1,0.1,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,66,1,56,16.8,1,0.15,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,67,1,57,17.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,68,1,58,17.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,69,1,59,17.7,1,0.2,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,70,1,60,18,1,0.1,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,71,1,61,18.3,1,,,D,,,,,,,,,,,,,,,WOOD,,
PIPN 20,9/10/2024 3:04:26 PM,72,1,62,18.6,1,0.2,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,73,1,63,18.9,1,0.3,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,74,1,64,19.2,1,0.3,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,75,1,65,19.5,1,0.25,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,76,1,66,19.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,77,1,67,20.1,1,0.1,,L,,,,,,,,,,,,,,,ACMI,,
PIPN 20,9/10/2024 3:04:26 PM,78,1,68,20.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,79,1,69,20.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,80,1,70,21,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,81,1,71,21.3,1,0.15,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,82,1,72,21.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,83,1,73,21.9,1,0.1,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,84,1,74,22.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,85,1,75,22.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,86,1,76,22.8,1,0.3,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,87,1,77,23.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,88,1,78,23.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,89,1,79,23.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,90,1,80,24,1,0.15,,L,,,,,,,,,,,,,,,HEVI,,
PIPN 20,9/10/2024 3:04:26 PM,91,1,81,24.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,92,1,82,24.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,93,1,83,24.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,94,1,84,25.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,95,1,85,25.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,96,1,86,25.8,1,0.3,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,97,1,87,26.1,1,0.35,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,98,1,88,26.4,1,0.8,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,99,1,89,26.7,1,0.9,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,100,1,90,27,1,1.5,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,101,1,90,27,2,,,L,,,,,,,,,,,,,,,HEMU,,
PIPN 20,9/10/2024 3:04:26 PM,102,1,91,27.3,1,1,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,103,1,91,27.3,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,104,1,92,27.6,1,1.8,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,105,1,92,27.6,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,106,1,93,27.9,1,0.15,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,107,1,94,28.2,1,0.6,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,108,1,94,28.2,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,109,1,95,28.5,1,0.35,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,110,1,96,28.8,1,0.2,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,111,1,97,29.1,1,0.15,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,112,1,98,29.4,1,1.3,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,113,1,98,29.4,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,114,1,99,29.7,1,1.8,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,115,1,99,29.7,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,116,1,100,30,1,1.55,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,117,1,100,30,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,118,1,101,30.3,1,0.4,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,119,1,102,30.6,1,0.5,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,120,1,103,30.9,1,0.6,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,121,1,104,31.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,122,1,105,31.5,1,1.9,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,123,1,106,31.8,1,1.95,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,124,1,107,32.1,1,0.1,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,125,1,108,32.4,1,0.3,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,126,1,108,32.4,2,,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,127,1,109,32.7,1,0.1,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,128,1,110,33,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,129,1,111,33.3,1,0.5,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,130,1,112,33.6,1,0.1,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,131,1,112,33.6,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,132,1,113,33.9,1,0.45,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,133,1,113,33.9,2,,,L,,,,,,,,,,,,,,,ACMI,,
PIPN 20,9/10/2024 3:04:26 PM,134,1,114,34.2,1,1,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,135,1,114,34.2,2,,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,136,1,115,34.5,1,0.1,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,137,1,116,34.8,1,0.15,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,138,1,117,35.1,1,0.2,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,139,1,118,35.4,1,0.15,,L,,,,,,,,,,,,,,,ERDI,,
PIPN 20,9/10/2024 3:04:26 PM,140,1,119,35.7,1,0.2,,L,,,,,,,,,,,,,,,ERDI,,
PIPN 20,9/10/2024 3:04:26 PM,141,1,120,36,1,0.2,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,142,1,120,36,2,,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,143,1,121,36.3,1,,,D,,,,,,,,,,,,,,,WOOD,,
PIPN 20,9/10/2024 3:04:26 PM,144,1,122,36.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,145,1,123,36.9,1,0.2,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,146,1,124,37.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,147,1,125,37.5,1,0.25,,L,,,,,,,,,,,,,,,CIXX,,
PIPN 20,9/10/2024 3:04:26 PM,148,1,126,37.8,1,0.75,,L,,,,,,,,,,,,,,,CIXX,,
PIPN 20,9/10/2024 3:04:26 PM,149,1,127,38.1,1,0.3,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,150,1,128,38.4,1,0.1,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,151,1,129,38.7,1,0.2,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,152,1,130,39,1,0.15,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,153,1,131,39.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIPN 20,9/10/2024 3:04:26 PM,154,1,132,39.6,1,0.45,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,155,1,132,39.6,2,,,L,,,,,,,,,,,,,,,BRTE,,
PIPN 20,9/10/2024 3:04:26 PM,156,1,133,39.9,1,0.5,,L,,,,,,,,,,,,,,,CIXX,,
PIPN 20,9/10/2024 3:04:26 PM,157,1,134,40.2,1,0.15,,L,,,,,,,,,,,,,,,CIXX,,
PIPN 20,9/10/2024 3:04:26 PM,158,1,135,40.5,1,0.15,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,159,1,136,40.8,1,0.3,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,160,1,137,41.1,1,0.4,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,161,1,137,41.1,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,162,1,138,41.4,1,0.5,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,163,1,138,41.4,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,164,1,139,41.7,1,0.45,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,165,1,140,42,1,1.1,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,166,1,140,42,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,167,1,141,42.3,1,1.2,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,168,1,141,42.3,2,,,L,,,,,,,,,,,,,,,CIXX,,
PIPN 20,9/10/2024 3:04:26 PM,169,1,142,42.6,1,1.55,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,170,1,143,42.9,1,1.7,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,171,1,143,42.9,2,,,L,,,,,,,,,,,,,,,CIXX,,
PIPN 20,9/10/2024 3:04:26 PM,172,1,144,43.2,1,1.55,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,173,1,144,43.2,2,,,L,,,,,,,,,,,,,,,ELEL,,
PIPN 20,9/10/2024 3:04:26 PM,174,1,145,43.5,1,0.8,,L,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,175,1,145,43.5,2,,,L,,,,,,,,,,,,,,,ELEL,,
